40.643819	-73.970086	0	Back In Brooklyn Now! (@ MTA B68, B103, BM3, BM4 (CI & Beverley)) http://4sq.com/a3O2Mv
40.761788	-73.979084	0	Happy birthday to me!! (@ Halal Gyro & Chicken Cart) http://4sq.com/7p2OKP
40.718144	-74.000011	0	I'm at Canal St, NY, NY. http://4sq.com/9Xgvb0
40.71839	-73.816845	0	I'm at Blockbuster (144-17 union turnpke, Queens). http://4sq.com/d1YNIx
40.757725	-73.986011	0	I'm at Vh1 Classic Rock Nights w/ @christina_leake. http://4sq.com/aKj29W
40.67266	-73.87086	0	#FollowFriday #FF @bossmobbsnagz @CherryMartinez @tonionnewyork @TonyAielloNY @tonyhawk @torontofc @toryjohnson @tpirepguide @TraceCyrus
40.751	-73.9803	0	I'm at Mulligan's Pub (267 Madison Avenue, btw 39th and 40th, New York). http://4sq.com/6UcSvM
40.75119	-73.992497	0	I'm at Tracks Raw Bar & Grill w/ @evilarchitect. http://4sq.com/8wPzv3
40.6714	-73.9911	0	I'm at Bar Tano (457 3rd Ave, 9th St, Brooklyn). http://4sq.com/47bD7r
40.7176	-74.0058	0	Dinner with Terry and boo (@ Matsugen) http://4sq.com/62fNGi
40.73157	-73.983049	0	Hot Soup! — at O'Hanlon's Bar http://gowal.la/c/2DYew?137
40.756466	-74.003571	0	I'm at Forest Of Fear @ Comic Con New York 2010, Booth #2900 (Jacob Javits Center, New York). http://4sq.com/dcCwTw
40.75858	-73.929066	0	Beers with the Noerpers! (@ Rest-au-Rant Wine, Beer and Tapas) http://4sq.com/4Ng2S1
40.721813	-73.957619	0	We are in the business of having fun. And business is damn good.
40.828192	-73.816007	0	Some chick just blew a stop sign and nearly got hit by another car. #CloseCalls
40.721024	-73.811539	0	I'm at Kehilat Sephardim Of Ahavat Achim (150-62 78th Road, Kew Garden Hills). http://4sq.com/cVdcWN
40.771994	-73.983479	0	I'm at David H. Koch Theater - Lincoln Center (W 63rd Street, Columbus Avenue, New York) w/ 5 others. http://4sq.com/8ftKIS
40.729541	-74.244581	0	@egodujour that looks scrumdiddlyumptious
40.72178	-73.987641	0	@ max fisch with KD #tubular
40.76388	-73.979414	0	Falling for dance. (@ New York City Center w/ 3 others) http://4sq.com/bzwg8X
40.786984	-73.977762	0	Dinner with @blakeley @heathjw @chanabmiller (@ Five Napkin Burger w/ @blakeley) http://4sq.com/9O1FOM
40.688227	-73.852104	0	I'm at Wee Pub (93rd st & 95th avenue). http://4sq.com/ckcebS
40.745697	-73.912226	0	#ff twitter role model @jdickerson. Keeps it fun, always professional.
40.7214	-73.9973	0	potpouri of cool shit (@ Storefront for Art and Architecture w/ 2 others) http://4sq.com/aVk6fs
40.729517	-74.003623	0	Eating raw beef and egg is gross in theory, but shiiiiiiit, I can't stop shoveling it in ma mouth. (@ Blue Ribbon Bakery w/ 3 others)
40.757738	-73.977953	0	Great low key bar steps away from MOMA. Utley just brought two men home and beers are only $3.50!  Try and beat that on 5th Avenue.
40.67238	-73.87076	0	#FollowFriday #FF @Union2010 @UncleGordon @SpeedSalinas11 @SoB_Corey @trenni @TrishelleC @TriStateKFC @Troy_Aikman @tstrahanNews4NY
40.739799	-74.006515	0	I'm at Pastis (9 Ninth Ave, Little W 12th St, New York) w/ 2 others. http://4sq.com/3txOEd
40.734043	-74.170175	0	Second Period #NJDevils up 2-1. I'm sitting pretty with my second beer and popcorn
40.807855	-73.929275	0	Seductive Decay @ the Clock Tower (@ The Clocktower) http://4sq.com/dxUJSu
40.782138	-73.950976	0	I'm at New York Sports Club (1637 Third Avenue, East 91st Street, New York). http://4sq.com/8nc8S7
40.729613	-73.859447	0	Dinner with the fam (@ Tung Shing House) http://4sq.com/cEdxyz
40.91481	-74.056778	0	I'm at Whole Foods Market (300 Bergen Town Center, Forest Ave & Spring Valley Rd, Paramus). http://4sq.com/6ZLwbI
40.7595	-73.9885	0	I'm at Chicken Bar (717 8th Ave, W. 45th St, New York). http://4sq.com/54N82w
40.752638	-73.981822	0	drink with Taketo & Rumi :-) (@ Cellar Bar At Andaz) http://4sq.com/cq3G8q
40.7462	-73.9455	0	I'm at Court Square Diner (4530 23rd St, 45th Rd, New York). http://4sq.com/8L0nqS
40.667017	-73.981446	0	I'm at Smiling Pizza (323 7th Ave, 9th St, Brooklyn). http://4sq.com/5s5gQ5
40.866417	-73.924803	0	I'm at Beans & Vines (4842 Broadway, New York). http://4sq.com/b78bmN
40.758979	-73.987599	0	Bloody Bloody Andrew Jackson preview! — at Jacobs Theater http://gowal.la/c/2DYiM?137
40.793088	-73.967034	0	Kara!!!! #Smallville
40.777223	-73.953909	0	Expect something soon. :) RT @DanDotLewis: @daveambrose I hope you're doing a Scoop for Tony's. Please!
40.733379	-73.999937	0	@_AdamPeshek don't "barf" my compliment! You're just jealous!
40.750354	-73.993371	0	Gorillaz #gorillazatMSG (@ Madison Square Garden) http://4sq.com/2xxGTE
40.849253	-73.939001	0	"A Rose For Tyler" walk across #GWB to honor #TylerClementi. Here's the FB event page w/ details: http://j.mp/c8SdMl
40.723183	-74.00265	0	I'm at Sunrise Mart - Soho (494 Broome St, btw W. Broadway and Wooster, New York). http://4sq.com/8Tasg4
40.67297	-73.87085	0	#FollowFriday #FF @washcaps @VogsCaps @Tulsa66ers @TVAshleigh @TVG @TVGuide @tvkatesnow @tvnewser @TweetDeck @twestival @twibbon @Twicsy
40.907821	-73.770647	0	Time to party (@ Dudley's) http://4sq.com/9SGEMb
40.595383	-74.085608	0	It's Friday night & this beer is NOT doing it's job!!! WHERE IS THE TEQUILA?!
40.748457	-73.976863	0	Yay! Margaritas! (@ El Rio Grande) http://4sq.com/3Ogo3p
40.756555	-73.986397	0	Wtf am I doing here (@ Times Square w/ 4 others) http://4sq.com/10sc1s
40.774999	-73.919636	0	That girl is poison. Never trust a big butt and a smile.
40.576979	-73.981556	0	I'm at S&W Deli (stillwell and mermaid, Brooklyn). http://4sq.com/dBTu5A
40.849263	-73.845025	0	I'm at McDonald's (1802 Eastchester Rd, Bronx). http://4sq.com/c1PsdT
40.7328	-73.9581	0	Excellent used record store. (@ Permanent Records) http://4sq.com/8mv19S
40.720346	-74.003284	0	I'm at Random Homeless Guy On Canal Street. http://4sq.com/bqYRsO
40.75701	-74.001932	0	I'm at Rockstar Games @ New York Comic Con (655 West 34th Street, at 11th Avenue, New York) w/ 26 others. http://4sq.com/8YCyL9
40.756374	-73.968225	0	Happy Hour Swag (@ Turtle Bay Music) http://4sq.com/6IFBjv
40.730267	-73.993113	0	with rob & carlos (@ David Barton Gym | New York | Astor Place w/ 2 others) http://4sq.com/4TjUf6
40.729803	-73.98797	0	Thx for the Miller High Life, @ConfluxFestival! (@ Conflux Festival 2010 w/ @finitor @christinaray @chelsa) http://4sq.com/adOPeA
40.733665	-74.001546	0	Honey I'm home. (@ Joseph Leonard) http://4sq.com/1FqtYg
40.804999	-74.149043	0	This place is closing - ahhhhh! (@ Pathmark) http://4sq.com/awdAhL
40.750354	-73.993371	0	Gorillaz! (@ Madison Square Garden w/ 59 others) http://4sq.com/2xxGTE
40.740186	-74.030087	0	Iced Hazelnut Latte!!!! Tasty little treat! I &lt;3 outside seating! (@ Starbucks) http://4sq.com/5kXUli
40.770444	-73.917648	0	@Inga_Ros sounds gorgeous.  Wish I were there!!!
40.740986	-74.007611	0	I'm at NYC Wine & Food Festival (Meatpacking District, Various Locations, New York) w/ 81 others. http://4sq.com/9kTF1t
40.7317	-74.0033	0	I'm at John's of Bleecker (278 Bleecker St, Jones St, New York). http://4sq.com/2OOG8V
40.728478	-73.985067	0	exclaims that the "That Way" roast-beef sandwich with a juicy mixture of onion, gravy, fresh mozzarella perfectly balances the crispy roll.
40.753639	-73.990414	0	I'll have to cone back when they're open. (@ Mood Designer Fabrics) http://4sq.com/7QvrgT
40.741709	-74.001126	0	I'm at Nooch (143 8th Ave, at  W 17th St, New York). http://4sq.com/2sTJML
40.742274	-73.987899	0	I'm at Madison Square Park (23rd St to 26th St, btw 5th & Madison, New York) w/ 6 others. http://4sq.com/2BySq
40.702446	-73.928267	0	I'm at L.A. Burrito (67 Wilson Ave, Brooklyn). http://4sq.com/7Tpp5K
40.850473	-73.936676	0	I just ousted Anne B. as the mayor of McDonald's - 181st St on @foursquare! http://4sq.com/8jZyKB
40.850473	-73.936676	0	I'm at McDonald's - 181st St (181st Street, Broadway, New York). http://4sq.com/8jZyKB
40.721553	-73.988768	0	Making decisions for @Tyler Mikkelson (@ The Meatball Shop w/ 3 others) http://4sq.com/9HvhM3
40.713935	-73.998684	0	Die zombies die (@ Chinatown Fair Video Arcade) http://4sq.com/4RpxaZ
40.7309	-73.9914	0	I'm at AOL Inc. (770 Broadway, 9th St., New York). http://4sq.com/8g0y6H
40.831411	-74.182863	0	I'm at Decamp #33 Bus Stop to NYC (Broad Street, Meadow Lane, Bloomfield). http://4sq.com/a7ANVe
40.730985	-73.988401	0	...dinner and drinks for Scottie's bday (@ The Smith w/ @luckykid79 @scottsherrin) http://4sq.com/xxFpP
40.740986	-74.007611	0	I'm at NYC Wine & Food Festival (Meatpacking District, Various Locations, New York) w/ 81 others. http://4sq.com/9kTF1t
40.69577	-74.177327	0	I'm at Terminal C - Newark Liberty Int'l Airport (EWR) (Newark Liberty International Airport (EWR), Newark) w/ 20 others
40.771203	-73.979655	0	Yann Tiersen (@ New York Society for Ethical Culture w/ 4 others) http://4sq.com/bJF4FC
40.706683	-73.905768	0	I'm at Gottscheer Hall (657 Fairview Avenue, Linden Street, Ridgewood). http://4sq.com/dAIcbd
40.741311	-74.006177	0	@DigiSignMan you will enjoy that! I went to see the first one last year and it was amazing.
40.730712	-73.986565	0	Sushi nomnomnom (@ Kanoyama) http://4sq.com/8Aj8Pb
40.67339	-73.87107	0	#FollowFriday #FF @TwitCause @TwitPic @twitterapi @twittermedia @Twitvid @twoxit @twtfm @TylerFlorence @tyrabanks @Tyrese @TysonLGay @UB
40.750627	-73.993078	0	Got an advance copy of the new @kflay EP, avail Tues 10/12 on iTunes. It's honestly amazing.
40.722663	-73.995071	0	So cool! Happening through the weekend, come support the need for education! (@ RE:FORM School NYC w/ 15 others) http://4sq.com/aLzbHl
40.740986	-74.007611	0	I'm at NYC Wine & Food Festival w/ @lextypething @lindseyh @thegemhotel. http://4sq.com/9kTF1t
40.705823	-73.996696	0	I'm at Brooklyn Bridge in New York, NY http://gowal.la/c/2DYpj?137
40.728419	-73.999146	0	Lee is playing with a live band tonight, performing songs from his new album. Whoislee.com (@ The Bitter End) http://4sq.com/5CgQUN
40.758902	-73.926012	0	I just became the mayor of Astoria Park Pizza II on @foursquare! http://4sq.com/9f7PZQ
40.758902	-73.926012	0	I'm at Astoria Park Pizza II (32-20 34th Avenue, Astoria). http://4sq.com/9f7PZQ
40.723085	-73.988962	0	Someone carry me home I'm Sleepy
40.7251	-74.0049	0	I'm at HERE Arts Center (145 6th Ave, New York). http://4sq.com/2N7CX9
40.771203	-73.979655	0	Yann Tiersen concert to kick off the weekend (@ New York Society for Ethical Culture w/ 6 others) http://4sq.com/bJF4FC
40.793088	-73.967034	0	@iRESPECTher share the wealth ;-)
40.740519	-74.007813	0	I love the Dyson Airblade. LOVE IT!
40.67273	-73.8707	0	#FollowFriday #FF @GreenLanternJet @DrewfromJersey @tommyjets @UberTwiter @UEFAcom @uefacomLIVE @UKCoachCalipari @UncleRUSH @universalsports
40.713622	-73.944578	0	I'm at Motorino Pizzeria Napoletana Brooklyn (319 Graham Ave, Devoe Street, Brooklyn). http://4sq.com/WtjGn
40.782032	-73.954456	0	Love it when the Disney heroine throws herself on the bed. #beautyandthebeast #fb
40.740876	-74.004872	0	I'm at Cooking Channel Ice Cream Truck (355 W 14th St, New York). http://4sq.com/boS2rQ
40.7318	-74.0035	0	I'm at Isle Thai Home Cooking (282 Bleecker St, Jones, New York). http://4sq.com/6jjBfZ
40.752849	-73.977084	0	I'm at Grand Central Terminal (87 E 42nd St, Park Ave, New York) w/ 86 others. http://4sq.com/2DsYgh
40.740667	-74.007828	0	I'm at Top of the Standard w/ @ebbabjelkholm. http://4sq.com/4snF8O
40.808983	-73.989398	0	I'm at Banana Republic - City Place. http://4sq.com/ccOdt0
